Duracao,HistoricoCredito,Proposito,Valor,Investimentos,Emprego,TempoParcelamento,EstadoCivil,FiadorTerceiros,ResidenciaDesde,Idade,OutrosFinanciamentos,Habitacao,EmprestimoExistente,Profissao,Dependentes,SocioEmpresa,Estrangeiro,Status
4,1,4,1455,2,4.0,2,4,3,1.0,42,3,1.0,3,3,2,0,0,1
48,4,4,8358,3,1.0,1,1,3,1.0,30,3,1.0,2,4,1,0,0,1
24,5,3,3349,3,1.0,4,4,3,4.0,30,3,2.0,1,4,2,1,0,0
12,2,4,2859,1,5.0,4,4,3,4.0,38,3,1.0,1,1,1,1,0,1
18,2,3,1533,2,1.0,4,3,2,1.0,43,3,1.0,1,3,2,0,0,0
24,2,1,3621,5,2.0,2,4,3,4.0,31,3,1.0,2,4,1,0,0,0
18,1,6,3590,2,5.0,3,3,3,3.0,40,3,1.0,3,2,2,1,0,1
36,3,6,2145,2,4.0,2,4,3,1.0,24,3,1.0,2,4,1,1,0,0
24,2,5,4113,3,1.0,3,1,3,4.0,28,3,3.0,1,4,1,0,0,0
36,2,3,10974,2,5.0,4,1,3,2.0,26,3,1.0,2,1,1,1,0,0
12,2,4,1893,2,3.0,4,1,4,4.0,29,3,1.0,1,4,1,1,0,1
24,1,1,1231,4,2.0,4,1,3,4.0,57,3,3.0,2,1,1,1,0,1
30,1,1,3656,1,2.0,4,4,3,4.0,49,2,1.0,2,3,1,0,0,1
9,1,1,1154,2,2.0,2,4,3,4.0,37,3,1.0,3,3,1,0,0,1
28,2,4,4006,2,3.0,3,4,3,2.0,45,3,1.0,1,3,1,0,0,0
6,1,1,1740,2,2.0,2,3,3,2.0,30,3,3.0,2,4,1,0,0,1
21,3,4,2353,2,3.0,1,2,3,4.0,47,3,1.0,2,4,1,0,0,1
15,2,4,3556,1,3.0,3,4,3,2.0,29,3,1.0,1,4,1,0,0,1
24,2,1,2397,3,2.0,3,4,3,2.0,35,1,1.0,2,4,1,1,0,0
6,2,8,454,2,1.0,3,3,3,1.0,22,3,1.0,1,3,1,0,0,1
30,2,1,1715,1,3.0,4,1,3,1.0,26,3,1.0,1,4,1,0,0,1
27,1,1,2520,3,3.0,4,4,3,2.0,23,3,1.0,2,3,1,0,0,0
15,2,1,3568,2,2.0,4,1,3,2.0,54,1,3.0,1,1,1,1,0,1
42,2,1,7166,1,4.0,2,3,3,4.0,29,3,3.0,1,4,1,1,0,1
11,1,4,3939,2,3.0,1,4,3,2.0,40,3,1.0,2,3,2,0,0,1
15,2,8,1514,5,3.0,4,4,4,2.0,22,3,1.0,1,4,1,0,0,1
24,2,4,7393,2,3.0,1,4,3,4.0,43,3,1.0,1,3,2,0,0,1
24,5,4,1193,2,5.0,1,1,2,4.0,29,3,3.0,2,2,1,0,0,0
60,2,6,7297,2,2.0,4,4,2,4.0,36,3,3.0,1,4,1,0,0,0
30,1,1,2831,2,3.0,4,1,3,2.0,33,3,1.0,1,4,1,1,0,1
6,2,1,753,2,3.0,2,1,4,3.0,64,3,1.0,1,4,1,0,0,1
18,3,6,2427,1,2.0,4,4,3,2.0,42,3,1.0,2,4,1,0,0,1
24,3,4,2538,2,2.0,4,4,3,4.0,47,3,1.0,2,3,2,0,0,0
15,5,4,1264,5,3.0,2,3,3,2.0,25,3,3.0,1,4,1,0,0,0
15,2,3,1845,2,1.0,4,1,4,1.0,46,3,1.0,1,4,1,0,0,1
24,2,1,1258,3,3.0,3,1,3,3.0,57,3,1.0,1,999,1,0,0,1
30,1,3,8386,2,4.0,2,4,3,2.0,49,3,1.0,1,4,1,0,0,0
48,2,6,4844,2,5.0,3,4,3,2.0,33,1,3.0,1,1,1,1,0,0
21,2,4,2923,5,3.0,1,1,3,1.0,28,1,1.0,1,1,1,1,0,1
36,2,5,8229,2,3.0,2,4,3,2.0,26,3,1.0,1,4,2,0,0,0
24,1,3,2028,2,4.0,2,4,3,2.0,30,3,1.0,2,3,1,0,0,1
15,1,3,1433,2,3.0,4,1,3,3.0,25,3,3.0,2,4,1,0,0,1
42,4,6,6289,2,1.0,2,2,3,1.0,33,3,1.0,2,4,1,0,0,1
13,2,1,1409,5,5.0,2,1,3,4.0,64,3,1.0,1,4,1,0,0,1
24,2,5,6579,2,5.0,4,4,3,2.0,29,3,2.0,1,1,1,1,0,1
24,1,1,1743,2,2.0,4,4,3,2.0,48,3,1.0,2,3,1,0,0,1
12,1,2,3565,1,1.0,2,4,3,1.0,37,3,1.0,2,3,2,0,0,1
15,5,1,1569,5,2.0,4,4,3,4.0,34,1,1.0,1,3,2,0,0,1
18,2,1,1936,1,4.0,2,3,3,4.0,23,3,3.0,2,3,1,0,0,1
36,2,3,3959,2,5.0,4,4,3,3.0,30,3,1.0,1,1,1,1,0,1
12,2,4,2390,1,2.0,4,4,3,3.0,50,3,1.0,1,4,1,1,0,1
12,2,3,1736,2,4.0,3,1,3,4.0,31,3,1.0,1,3,1,0,0,1
30,2,5,3857,2,3.0,4,2,3,4.0,40,3,1.0,1,1,1,1,0,1
12,2,1,804,2,2.0,4,4,3,4.0,38,3,1.0,1,4,1,0,0,1
45,2,1,1845,2,3.0,4,4,3,4.0,23,3,2.0,1,4,1,1,0,0
45,1,5,4576,5,5.0,3,4,3,4.0,27,3,1.0,1,4,1,0,0,1
15,2,4,1403,2,3.0,2,1,3,3.0,28,3,3.0,1,4,1,0,0,1
18,3,3,4297,2,2.0,4,2,3,3.0,40,3,1.0,1,1,1,1,0,0
36,2,2,1977,1,2.0,4,4,3,3.0,40,3,1.0,1,1,1,1,0,0
9,1,2,1136,4,2.0,4,4,3,3.0,32,3,2.0,2,4,2,0,0,0
12,2,2,684,2,3.0,4,4,3,3.0,40,3,3.0,1,3,2,0,0,0
24,2,3,3069,5,3.0,4,4,3,3.0,30,3,2.0,1,4,1,0,0,1
6,5,4,783,1,3.0,1,4,4,2.0,26,2,1.0,1,3,2,0,0,1
24,2,1,999,1,3.0,4,4,3,2.0,25,3,1.0,2,4,1,0,0,1
36,3,5,8947,1,3.0,3,4,3,2.0,31,2,1.0,1,1,2,1,0,1
24,2,5,2760,1,3.0,4,4,3,4.0,36,1,1.0,1,4,1,1,0,1
24,2,4,1246,2,1.0,4,4,3,2.0,23,2,1.0,1,3,1,0,0,0
39,3,2,11760,5,4.0,2,4,3,3.0,32,3,1.0,1,4,1,1,0,1
39,1,3,14179,1,4.0,4,4,3,4.0,30,3,1.0,2,1,1,1,0,1
15,2,5,3029,2,4.0,2,4,3,2.0,33,3,1.0,1,4,1,0,0,1
48,1,5,6143,2,3.0,4,1,3,4.0,58,2,2.0,2,999,1,0,0,0
12,2,4,1318,4,3.0,4,4,3,4.0,54,3,1.0,1,999,1,1,0,1
18,2,1,1301,2,2.0,4,3,4,2.0,32,3,1.0,1,999,1,0,0,1
24,2,4,1207,2,1.0,4,1,3,4.0,24,3,3.0,1,999,1,0,0,0
24,2,1,5084,1,2.0,2,1,3,4.0,42,3,1.0,1,999,1,1,0,1
18,0,1,866,2,3.0,4,3,4,2.0,25,3,1.0,1,3,1,0,0,1
6,0,10,1238,1,5.0,4,4,3,4.0,36,3,1.0,1,1,2,1,0,1
24,0,6,4712,1,3.0,4,4,3,2.0,37,1,1.0,2,1,1,1,0,1
